Year,Country of origin,Country of origin (ISO),CountryOfAsylum,Country of asylum (ISO),RefugeesTotal
2016,Madagascar,MDG,United States of America,USA,17
2016,Mauritania,MRT,United Kingdom of Great Britain and Northern Ireland,GBR,7
2016,Mauritania,MRT,Netherlands (Kingdom of the),NLD,8
2016,Mauritania,MRT,United States of America,USA,991
2016,North Macedonia,MKD,Australia,AUS,5
2016,North Macedonia,MKD,United Kingdom of Great Britain and Northern Ireland,GBR,20
2016,North Macedonia,MKD,United States of America,USA,119
2016,Monaco,MCO,United States of America,USA,5
2016,Rep. of Moldova,MDA,United Kingdom of Great Britain and Northern Ireland,GBR,26
2016,Rep. of Moldova,MDA,Netherlands (Kingdom of the),NLD,5
2016,Rep. of Moldova,MDA,United States of America,USA,1322
2016,Maldives,MDV,Australia,AUS,10
2016,Maldives,MDV,United Kingdom of Great Britain and Northern Ireland,GBR,24
2016,Maldives,MDV,United States of America,USA,6
2016,Mexico,MEX,Australia,AUS,10
2016,Mexico,MEX,United Kingdom of Great Britain and Northern Ireland,GBR,8
2016,Mexico,MEX,United States of America,USA,6161
2016,Marshall Islands,MHL,United States of America,USA,5
2016,Mali,MLI,United Kingdom of Great Britain and Northern Ireland,GBR,19
2016,Mali,MLI,Malaysia,MYS,5
2016,Mali,MLI,Netherlands (Kingdom of the),NLD,19
2016,Mali,MLI,United States of America,USA,1215
2016,Malaysia,MYS,Australia,AUS,174
2016,Malaysia,MYS,United Kingdom of Great Britain and Northern Ireland,GBR,106
2016,Malaysia,MYS,Netherlands (Kingdom of the),NLD,7
2016,Malaysia,MYS,United States of America,USA,100
2016,Malawi,MWI,United Kingdom of Great Britain and Northern Ireland,GBR,305
2016,Malawi,MWI,Netherlands (Kingdom of the),NLD,5
2016,Malawi,MWI,United States of America,USA,31
2016,Montenegro,MNE,United States of America,USA,105
2016,Mongolia,MNG,Australia,AUS,36
2016,Mongolia,MNG,United Kingdom of Great Britain and Northern Ireland,GBR,76
2016,Mongolia,MNG,Netherlands (Kingdom of the),NLD,43
2016,Mongolia,MNG,United States of America,USA,836
2016,Morocco,MAR,Australia,AUS,13
2016,Morocco,MAR,United Kingdom of Great Britain and Northern Ireland,GBR,148
2016,Morocco,MAR,Netherlands (Kingdom of the),NLD,34
2016,Morocco,MAR,United States of America,USA,113
2016,Mozambique,MOZ,Australia,AUS,5
2016,Mozambique,MOZ,United Kingdom of Great Britain and Northern Ireland,GBR,5
2016,Mauritius,MUS,Australia,AUS,7
2016,Mauritius,MUS,United Kingdom of Great Britain and Northern Ireland,GBR,38
2016,Mauritius,MUS,United States of America,USA,31
2016,Myanmar,MMR,Australia,AUS,504
2016,Myanmar,MMR,United Kingdom of Great Britain and Northern Ireland,GBR,953
2016,Myanmar,MMR,Malaysia,MYS,87036
2016,Myanmar,MMR,Netherlands (Kingdom of the),NLD,803
2016,Myanmar,MMR,United States of America,USA,1751
2016,Namibia,NAM,United Kingdom of Great Britain and Northern Ireland,GBR,21
2016,Namibia,NAM,Netherlands (Kingdom of the),NLD,5
2016,Namibia,NAM,United States of America,USA,45
2016,Nepal,NPL,Australia,AUS,200
2016,Nepal,NPL,United Kingdom of Great Britain and Northern Ireland,GBR,20
2016,Nepal,NPL,Malaysia,MYS,5
2016,Nepal,NPL,Netherlands (Kingdom of the),NLD,367
2016,Nepal,NPL,United States of America,USA,6784
2016,Netherlands (Kingdom of the),NLD,United States of America,USA,13
2016,Niger,NER,United Kingdom of Great Britain and Northern Ireland,GBR,6
2016,Niger,NER,Netherlands (Kingdom of the),NLD,14
2016,Niger,NER,United States of America,USA,134
2016,Nicaragua,NIC,United States of America,USA,513
2016,Nigeria,NGA,Australia,AUS,178
2016,Nigeria,NGA,United Kingdom of Great Britain and Northern Ireland,GBR,2003
2016,Nigeria,NGA,Malaysia,MYS,5
2016,Nigeria,NGA,Netherlands (Kingdom of the),NLD,296
2016,Nigeria,NGA,United States of America,USA,983
2016,Niue,NIU,United States of America,USA,19
2016,Norway,NOR,United Kingdom of Great Britain and Northern Ireland,GBR,5
2016,New Zealand,NZL,Australia,AUS,17
2016,Oman,OMN,Australia,AUS,5
2016,Oman,OMN,United Kingdom of Great Britain and Northern Ireland,GBR,12
2016,Oman,OMN,United States of America,USA,5
2016,Pakistan,PAK,Australia,AUS,3844
2016,Pakistan,PAK,United Kingdom of Great Britain and Northern Ireland,GBR,6814
2016,Pakistan,PAK,Malaysia,MYS,617
2016,Pakistan,PAK,Netherlands (Kingdom of the),NLD,392
2016,Pakistan,PAK,United States of America,USA,3118
2016,Panama,PAN,United States of America,USA,15
2016,Paraguay,PRY,United States of America,USA,19
2016,Peru,PER,Australia,AUS,6
2016,Peru,PER,Netherlands (Kingdom of the),NLD,9
2016,Peru,PER,United States of America,USA,580
2016,Philippines,PHL,Australia,AUS,44
2016,Philippines,PHL,United Kingdom of Great Britain and Northern Ireland,GBR,13
2016,Philippines,PHL,Malaysia,MYS,15
2016,Philippines,PHL,United States of America,USA,138
2016,Papua New Guinea,PNG,Australia,AUS,391
2016,Poland,POL,United States of America,USA,27
2016,Portugal,PRT,United States of America,USA,5
2016,Qatar,QAT,United Kingdom of Great Britain and Northern Ireland,GBR,5
2016,Qatar,QAT,United States of America,USA,10
2016,Romania,ROU,Australia,AUS,8
2016,Romania,ROU,United Kingdom of Great Britain and Northern Ireland,GBR,5
2016,Romania,ROU,United States of America,USA,343
2016,South Africa,ZAF,Australia,AUS,38
2016,South Africa,ZAF,United Kingdom of Great Britain and Northern Ireland,GBR,162
2016,South Africa,ZAF,Netherlands (Kingdom of the),NLD,5
2016,South Africa,ZAF,United States of America,USA,42
2016,Russian Federation,RUS,Australia,AUS,56
2016,Russian Federation,RUS,United Kingdom of Great Britain and Northern Ireland,GBR,450
2016,Russian Federation,RUS,Malaysia,MYS,5
2016,Russian Federation,RUS,Netherlands (Kingdom of the),NLD,311
2016,Russian Federation,RUS,United States of America,USA,5503
2016,Rwanda,RWA,Australia,AUS,61
2016,Rwanda,RWA,United Kingdom of Great Britain and Northern Ireland,GBR,118
2016,Rwanda,RWA,Netherlands (Kingdom of the),NLD,87
2016,Rwanda,RWA,United States of America,USA,1061
2016,El Salvador,SLV,Australia,AUS,10
2016,El Salvador,SLV,United Kingdom of Great Britain and Northern Ireland,GBR,29
2016,El Salvador,SLV,United States of America,USA,14331
2016,Saudi Arabia,SAU,Australia,AUS,82
2016,Saudi Arabia,SAU,United Kingdom of Great Britain and Northern Ireland,GBR,103
2016,Saudi Arabia,SAU,Malaysia,MYS,5
2016,Saudi Arabia,SAU,Netherlands (Kingdom of the),NLD,13
2016,Saudi Arabia,SAU,United States of America,USA,318
2016,Senegal,SEN,Australia,AUS,5
2016,Senegal,SEN,United Kingdom of Great Britain and Northern Ireland,GBR,73
2016,Senegal,SEN,Netherlands (Kingdom of the),NLD,30
2016,Senegal,SEN,United States of America,USA,361
2016,Seychelles,SYC,United States of America,USA,5
2016,Singapore,SGP,Australia,AUS,5
2016,Singapore,SGP,United States of America,USA,15
2016,Sierra Leone,SLE,Australia,AUS,29
2016,Sierra Leone,SLE,United Kingdom of Great Britain and Northern Ireland,GBR,340
2016,Sierra Leone,SLE,Malaysia,MYS,5
2016,Sierra Leone,SLE,Netherlands (Kingdom of the),NLD,602
2016,Sierra Leone,SLE,United States of America,USA,549
2016,Solomon Islands,SLB,Australia,AUS,21
2016,Somalia,SOM,Australia,AUS,89
2016,Somalia,SOM,United Kingdom of Great Britain and Northern Ireland,GBR,5954
2016,Somalia,SOM,Malaysia,MYS,729
2016,Somalia,SOM,Netherlands (Kingdom of the),NLD,16512
2016,Somalia,SOM,United States of America,USA,2319
2016,Spain,ESP,United States of America,USA,11
2016,Serbia and Kosovo: S/RES/1244 (1999),SRB,Australia,AUS,8
2016,Serbia and Kosovo: S/RES/1244 (1999),SRB,United Kingdom of Great Britain and Northern Ireland,GBR,125
2016,Serbia and Kosovo: S/RES/1244 (1999),SRB,Netherlands (Kingdom of the),NLD,68
2016,Serbia and Kosovo: S/RES/1244 (1999),SRB,United States of America,USA,1187
2016,Viet Nam,VNM,Australia,AUS,126
2016,Viet Nam,VNM,United Kingdom of Great Britain and Northern Ireland,GBR,738
2016,Viet Nam,VNM,Netherlands (Kingdom of the),NLD,9
2016,Viet Nam,VNM,United States of America,USA,264
2016,South Sudan,SSD,Australia,AUS,6
2016,South Sudan,SSD,United Kingdom of Great Britain and Northern Ireland,GBR,25
2016,South Sudan,SSD,Malaysia,MYS,5
2016,South Sudan,SSD,United States of America,USA,5
2016,Stateless,XXA,Australia,AUS,2039
2016,Stateless,XXA,United Kingdom of Great Britain and Northern Ireland,GBR,1841
2016,Stateless,XXA,Netherlands (Kingdom of the),NLD,5264
2016,Stateless,XXA,United States of America,USA,571
2016,Saint Kitts and Nevis,KNA,United Kingdom of Great Britain and Northern Ireland,GBR,6
2016,Saint Kitts and Nevis,KNA,United States of America,USA,5
2016,Sudan,SDN,Australia,AUS,85
2016,Sudan,SDN,United Kingdom of Great Britain and Northern Ireland,GBR,7326
2016,Sudan,SDN,Malaysia,MYS,56
2016,Sudan,SDN,Netherlands (Kingdom of the),NLD,759
2016,Sudan,SDN,United States of America,USA,1383
2016,Suriname,SUR,United States of America,USA,8
2016,Slovakia,SVK,United States of America,USA,12
2016,Slovenia,SVN,United States of America,USA,5
2016,Eswatini,SWZ,United Kingdom of Great Britain and Northern Ireland,GBR,54
2016,Sweden,SWE,United States of America,USA,8
2016,Switzerland,CHE,United States of America,USA,5
2016,Syrian Arab Rep.,SYR,Australia,AUS,378
2016,Syrian Arab Rep.,SYR,United Kingdom of Great Britain and Northern Ireland,GBR,8269
2016,Syrian Arab Rep.,SYR,Malaysia,MYS,458
2016,Syrian Arab Rep.,SYR,Netherlands (Kingdom of the),NLD,28394
2016,Syrian Arab Rep.,SYR,United States of America,USA,6444
2016,United Rep. of Tanzania,TZA,Australia,AUS,14
2016,United Rep. of Tanzania,TZA,United Kingdom of Great Britain and Northern Ireland,GBR,68
2016,United Rep. of Tanzania,TZA,Netherlands (Kingdom of the),NLD,6
2016,United Rep. of Tanzania,TZA,United States of America,USA,128
2016,Turks and Caicos Islands,TCA,United States of America,USA,14
2016,Thailand,THA,Australia,AUS,9
2016,Thailand,THA,United Kingdom of Great Britain and Northern Ireland,GBR,25
2016,Thailand,THA,Malaysia,MYS,17
2016,Thailand,THA,United States of America,USA,27
2016,Tibetan,TIB,Australia,AUS,17
2016,Tajikistan,TJK,United Kingdom of Great Britain and Northern Ireland,GBR,8
2016,Tajikistan,TJK,Netherlands (Kingdom of the),NLD,37
2016,Tajikistan,TJK,United States of America,USA,259
2016,Turkmenistan,TKM,United Kingdom of Great Britain and Northern Ireland,GBR,18
2016,Turkmenistan,TKM,Netherlands (Kingdom of the),NLD,5
2016,Turkmenistan,TKM,United States of America,USA,174
2016,Timor-Leste,TLS,Australia,AUS,14
2016,Togo,TGO,Australia,AUS,5
2016,Togo,TGO,United Kingdom of Great Britain and Northern Ireland,GBR,20
2016,Togo,TGO,Netherlands (Kingdom of the),NLD,50
2016,Togo,TGO,United States of America,USA,683
2016,Tonga,TON,Australia,AUS,25
2016,Trinidad and Tobago,TTO,United Kingdom of Great Britain and Northern Ireland,GBR,51
2016,Trinidad and Tobago,TTO,Netherlands (Kingdom of the),NLD,40
2016,Trinidad and Tobago,TTO,United States of America,USA,60
2016,Tunisia,TUN,Australia,AUS,7
2016,Tunisia,TUN,United Kingdom of Great Britain and Northern Ireland,GBR,35
2016,Tunisia,TUN,Netherlands (Kingdom of the),NLD,19
2016,Tunisia,TUN,United States of America,USA,56
2016,Türkiye,TUR,Australia,AUS,449
2016,Türkiye,TUR,United Kingdom of Great Britain and Northern Ireland,GBR,893
2016,Türkiye,TUR,Netherlands (Kingdom of the),NLD,232
2016,Türkiye,TUR,United States of America,USA,389
2016,United Arab Emirates,ARE,Australia,AUS,5
2016,United Arab Emirates,ARE,United Kingdom of Great Britain and Northern Ireland,GBR,18
2016,United Arab Emirates,ARE,United States of America,USA,36
2016,Uganda,UGA,Australia,AUS,62
2016,Uganda,UGA,United Kingdom of Great Britain and Northern Ireland,GBR,1115
2016,Uganda,UGA,Netherlands (Kingdom of the),NLD,504
2016,Uganda,UGA,United States of America,USA,1268
2016,Unknown ,UNK,Australia,AUS,22
2016,Unknown ,UNK,United Kingdom of Great Britain and Northern Ireland,GBR,6775
2016,Unknown ,UNK,Netherlands (Kingdom of the),NLD,2457
2016,Unknown ,UNK,United States of America,USA,3814
2016,Ukraine,UKR,Australia,AUS,20
2016,Ukraine,UKR,United Kingdom of Great Britain and Northern Ireland,GBR,90
2016,Ukraine,UKR,Netherlands (Kingdom of the),NLD,32
2016,Ukraine,UKR,United States of America,USA,1573
2016,Uruguay,URY,United States of America,USA,5
2016,United States of America,USA,Australia,AUS,20
2016,United States of America,USA,United Kingdom of Great Britain and Northern Ireland,GBR,41
2016,Uzbekistan,UZB,Australia,AUS,30
2016,Uzbekistan,UZB,United Kingdom of Great Britain and Northern Ireland,GBR,68
2016,Uzbekistan,UZB,Netherlands (Kingdom of the),NLD,98
2016,Uzbekistan,UZB,United States of America,USA,1298
2016,Saint Vincent and the Grenadines,VCT,United Kingdom of Great Britain and Northern Ireland,GBR,14
2016,Saint Vincent and the Grenadines,VCT,United States of America,USA,31
2016,Venezuela (Bolivarian Republic of),VEN,Australia,AUS,15
2016,Venezuela (Bolivarian Republic of),VEN,United Kingdom of Great Britain and Northern Ireland,GBR,29
2016,Venezuela (Bolivarian Republic of),VEN,United States of America,USA,5519
2016,Western Sahara,ESH,United Kingdom of Great Britain and Northern Ireland,GBR,11
2016,Yemen,YEM,Australia,AUS,18
2016,Yemen,YEM,United Kingdom of Great Britain and Northern Ireland,GBR,356
2016,Yemen,YEM,Malaysia,MYS,51
2016,Yemen,YEM,Netherlands (Kingdom of the),NLD,79
2016,Yemen,YEM,United States of America,USA,509
2016,Zambia,ZMB,Australia,AUS,10
2016,Zambia,ZMB,United Kingdom of Great Britain and Northern Ireland,GBR,69
2016,Zambia,ZMB,Netherlands (Kingdom of the),NLD,8
2016,Zambia,ZMB,United States of America,USA,44
2016,Zimbabwe,ZWE,Australia,AUS,1021
2016,Zimbabwe,ZWE,United Kingdom of Great Britain and Northern Ireland,GBR,8790
2016,Zimbabwe,ZWE,Malaysia,MYS,5
2016,Zimbabwe,ZWE,Netherlands (Kingdom of the),NLD,41
2016,Zimbabwe,ZWE,United States of America,USA,1163
2017,Afghanistan,AFG,Australia,AUS,10922
2017,Afghanistan,AFG,United Kingdom of Great Britain and Northern Ireland,GBR,9858
2017,Afghanistan,AFG,Malaysia,MYS,389
2017,Afghanistan,AFG,Netherlands (Kingdom of the),NLD,6205
2017,Afghanistan,AFG,United States of America,USA,1564
2017,Albania,ALB,Australia,AUS,59
2017,Albania,ALB,United Kingdom of Great Britain and Northern Ireland,GBR,2423
2017,Albania,ALB,Netherlands (Kingdom of the),NLD,8
2017,Albania,ALB,United States of America,USA,1527
2017,Algeria,DZA,Australia,AUS,10
2017,Algeria,DZA,United Kingdom of Great Britain and Northern Ireland,GBR,323
2017,Algeria,DZA,Netherlands (Kingdom of the),NLD,18
2017,Algeria,DZA,United States of America,USA,131
2017,Angola,AGO,United Kingdom of Great Britain and Northern Ireland,GBR,195
2017,Angola,AGO,Netherlands (Kingdom of the),NLD,58
2017,Angola,AGO,United States of America,USA,157
2017,Antigua and Barbuda,ATG,United States of America,USA,5
2017,Egypt,EGY,Australia,AUS,1560
2017,Egypt,EGY,United Kingdom of Great Britain and Northern Ireland,GBR,651
2017,Egypt,EGY,Malaysia,MYS,5
2017,Egypt,EGY,Netherlands (Kingdom of the),NLD,218
2017,Egypt,EGY,United States of America,USA,11926
2017,Argentina,ARG,Netherlands (Kingdom of the),NLD,5
2017,Argentina,ARG,United States of America,USA,55
2017,Armenia,ARM,United Kingdom of Great Britain and Northern Ireland,GBR,50
2017,Armenia,ARM,Netherlands (Kingdom of the),NLD,416
2017,Armenia,ARM,United States of America,USA,1663
2017,Australia,AUS,United Kingdom of Great Britain and Northern Ireland,GBR,5
2017,Austria,AUT,United States of America,USA,5
2017,Azerbaijan,AZE,Australia,AUS,9
2017,Azerbaijan,AZE,United Kingdom of Great Britain and Northern Ireland,GBR,79
2017,Azerbaijan,AZE,Netherlands (Kingdom of the),NLD,253
2017,Azerbaijan,AZE,United States of America,USA,298
2017,Bahrain,BHR,Australia,AUS,97
2017,Bahrain,BHR,United Kingdom of Great Britain and Northern Ireland,GBR,154
2017,Bahrain,BHR,United States of America,USA,45
2017,Barbados,BRB,United Kingdom of Great Britain and Northern Ireland,GBR,5
2017,Burundi,BDI,Australia,AUS,50
2017,Burundi,BDI,United Kingdom of Great Britain and Northern Ireland,GBR,48
2017,Burundi,BDI,Netherlands (Kingdom of the),NLD,236
2017,Burundi,BDI,United States of America,USA,747
2017,Belgium,BEL,United States of America,USA,32
